****Dialogues from script :10_things_i_hate_about_you.txt****

rider		Hey -- sorry.
kat		After that, I swore I'd never do anything just because "everyone else" was doing it.  And I haven't since. Except for Bogey's party, and my stunning gastro-intestinal display --
bianca		 Why didn't you tell me?
kat		I wanted to let you make up your own mind about him.
bianca		No. you didn't!  If you really thought I could make my own decisions, you would've let me go out with him instead of helping Daddy hold me hostage.
kat		That's not
bianca		I'm not stupid enough to repeat your mistakes.
kat		I guess I thought I was protecting you.
bianca		God, you're just like him! Just keep me locked away in the dark, so I can't experience anything for myself
kat		Not all experiences are good, Bianca. You can't always trust the people you want to.
bianca		I guess I'll never know, will I?
bianca		Come in.
kat		Feel like shopping?
walter		What do you wanna watch?  We've got crap, crap, crap or crap
bianca		Hi, Mommy.  WALTER
bianca		You like?  My date should be here in five.
walter		I'm missing something.
bianca		I have a date, Daddy.  And he ' s not a captain of oppression like some men we know.
cameron		Wow
bianca		Let's go.
walter		But -- who -- what --?
kat		Hey, guys. I'm going to the prom. See you in a few.
walter		What just happened?
sharon		Your daughters went to the prom.
walter		Did I have anything to say about it?
walter		That ' s what I thought
walter		late
kat		How'd you get a tux at the last minute?
patrick		It's Scurvy's.  His date got convicted. Where'd you get the dress?
kat		It's just something I had.  You know
kat		Look, I'm  -- sorry -- that I questioned your motives.  I was wrong.
patrick		No prob.
kat		are you ready?
kat		Quite the ostentatious display
patrick		Look, Clem even wore his good boots
mandella		Have you seen him?
kat		Who?
mandella		William - he asked me to meet him here.
kat		Oh, honey -- tell me we haven't' progressed to full-on hallucinations.
bianca		 What are you doing here?
bianca		I did.
patrick		My grandmother's .
kat		What?
patrick		That's where I was last year.  She'd never lived alone -- my grandfather died -- I stayed with her.  I wasn't in jail, I don't know Marilyn Manson, and I've never slept with a Spice Girl.  I spent a year sitting next to my grandma on the couch watching Wheel of Fortune.  End of story.
kat		That ' s completely adorable!
patrick		It gets worse -- you still have your freshman yearbook?
joey		What's Bianca doing here with that cheese dick?  I didn't pay you to let some little punk ass snake me.
cameron		Admit it.  You lost.  Be a man.
joey		I'm not your brother, white boy.
bianca		That's for making my date bleed
bianca		 That's for my sister.
bianca		 And that's for me.
cowboy		And that's for the fourth grade, asshole.
patrick		Wait I...
kat		You were paid to take me out!  By -- the one person I truly hate.  I knew it was a set-up!
patrick		It wasn't like that.
kat		Really?  What was it like?  A down payment now, then a bonus for sleeping with me?
patrick		I didn't care about the money.
kat		You are so not what I thought you were.
bianca		Are you sure you don't want to come with us?  It'll be fun.
kat		I ' m sure .
bianca		You looked beautiful last night, you know.
kat		So did you
cameron		She okay?
bianca		I hope so.
walter		Was that your sister?
kat		Yeah.  She left with some bikers Big ones.  Full of sperm.
walter		Funny.
walter		 I don't understand the allure of dehydrated food.  Is this something I should be hip to?
kat		No, Daddy.
walter		 So tell me about this dance. Was it fun?
kat		Parts of it.
walter		Which parts?
kat		The part where Bianca beat the hell out of some guy.
walter		Bianca did what?
kat		What's the matter?  Upset that I rubbed off on her?
walter		No -- impressed.
walter		 You know, fathers don't like to admit that their daughters are capable of running their own lives.  It means we've become spectators.  Bianca still lets me play a few innings.  You've had me on the bleachers for years.  When you go to Sarah Lawrence, I won't even be able to watch the game.
walter		Oh, Christ.  Don't tell me you've changed your mind.  I already sent 'em a check.
cameron		I'd like to express my apologies.
kat		For what?
cameron		 I didn't mean for you to get -- When Bianca asked me to find you a boyfriend, I had no idea it would turn out so -- ugly. I would never have  done anything to compromise your - - -
teacher		Who can tell me at what point Lucentio admits his deception?
bianca		Let go!
kat		You set me up.
bianca		I just wanted --
kat		What? To completely damage me?  To send me to therapy forever? What?
bianca		No! I just wanted
miss perky		Ladies?  Shall we take a trip to my office?
miss perky		So you're the real bitch
bianca		Yes!  Okay?  Yes -- I'm the real bitch. I wanted her to get a boyfriend so I could.  Apparently, this makes me a horrible person.  I'm sorry.
bianca		 I swear -- I didn't know about the money.  I didn't even know Joey was involved.  I would never intentionally hurt you, Kat.
kat		Am I supposed to feel better? Like, right now?  Or do I have some time to think about it?
bianca		 We'll be getting back to you.
bianca		Is that woman a complete fruit-loop or is it just me?
kat		It's just you.
kat		I'11 go
kat		I hate the way you talk to me/ and the way you cut your hair/ I hate the way you drive my car/ I hate it when you stare.
kat		A Fender Strat. You bought this?
patrick		I thought you could use it. When you start your band.
kat		Is that right?
patrick		Yeah, but then I fucked up. I fell for her.
kat		You can't just buy me a guitar every time you screw up, you know.
patrick		I know
kat		And don't just think you can
kat		Why is my veggie burger the only burnt object on this grill?
patrick		Because I like to torture you.
kat		Oh, Bianca?  Can you get me my freshman yearbook?
patrick		Don ' t you even dare. . .
cameron		They do to!
bianca		They do not!
cameron		Can someone please tell her that sunflower seeds come from sunflowers?
mandella		I can't remember a word of Shakespeare right now. Isn't that weird?
kat		You're freaked over this, aren't you?
bianca		He's more than freaked.  He's froke
kat		I'd like to call your attention to Patrick Verona's stunning bad-ass look of 1995 ---
bianca		Patrick -- is that- a.
kat		Perm?
patrick		Ask my attorney.
****Dialogues from script :127_hours.txt****

aron		Nearly missed it!
aron		Hey. Are you doing the east pike? Can I come along with you for a while? The girls don't reply, just look at each other.
kristi		 Sure, I'm Kristi.
megan		Megan.
aron		Nice to meet you. What a day.
kristi		It's beautiful.
aron		Did you bike or come straight from the trail head?
kristi		We left the car there. Pretty quiet.
aron		I left mine at the Horseshoe Canyon and biked here.
megan		You biked from Horseshoe? That's 20 miles or more.
aron		17 and windy.
megan		Yeah, you surprised us, sneaking up like that.
aron		Sorry.
megan		It's kind of nervy seeing a lone guy walking up to you in the middle of the desert.
aron		Yeah, I know, I mean there's no one around for 50 miles.
kristi		... and suddenly there's a guy right behind you and `wait a minute, why is he wearing a HOCKEY
aron		Let me guess... You're here for the paintings or the Cathedral?
kristi		The Cathedral? We've got a bit disorientated and the map isn't great. Where is it?
aron		The climb's a little tricky but it's worth it.
aron		There's thousands of holds but you can't see them until you're almost upside down and then they just keep appearing... it's a bit of a act of faith so I'll go first... take off as much as you dare as there's a bit of a surprise at the other end...
aron		I swear I won't look but I swear you won't care when you get out here...
megan		Are you ok? ARON!
kristi		Of course he's ok. Listen to him. Aron fills the cathedral dome with his version of a Phish song at the top of his voice. Kristi strips to her underwear and traverses away from Megan.
megan		We've got to go again. And film it!
megan		I really can't eat all this chocolate by myself... Never mind, yes I can!
kristi		So have you got a girlfriend, Aron?
aron		Well, there's not really anyone special.
megan		Ah, so there's lots of girlfriends.
kristi		There's always a girl, you just don't know it yet.
megan		Yeah, we meet lots of guys and there's always a girl.
aron		Long story.
kristi		With lots of characters in it.  CUT TO:
megan		Wow, highest person in Colorado.
aron		Well I figure no one else is mad enough to climb in the winter.
kristi		... you can be the highest person on the continent!
megan		Didn't you see it?
aron		What? No.
megan		Yeah, it's an old cattle guardian's house - the roof's caved in and someone spray-painted MOTEL 6 on the side. Smelled weird though.
aron		Just like a MOTEL 6 then?
kristi		Why are you on your own?
aron		Solitude. Great tunes. Empty mind. He indicates the wilderness.
megan		Phish?
kristi		Not those guys from...
aron		Yeah, I know, I know.   See, that's why I'm on my own. Nobody likes me or my band. They laugh as he goofs for them. He gathers all their packaging and stuffs it in his backpack.
aron		I'm not certified yet but that's what I want to do.
megan		An illegal instructor.
aron		It's hard to get the hours to
kristi		Well, we'll sign your time-card today.
aron		Great. Now put your ass on my head.
kristi		Okay but don't look and no grabbing now, if I do...
megan		Oh whatever, you love it.
kristi		Shhh!
aron		 You'll have to chimney down a little ways - like here, watch - one foot on each wall then squat onto your right heel, now your butt's on the wall, so you can move your right foot across, now put your left foot under your butt lower down and scootch your butt down - watch that black part, it's slick, slime, try not to get it on your shoes - if you can get to these bomber handholds here it's like an elevator shaft and just think friction to control the slide. This is a keeper so always have someone at the bottom to boost you out. He looks up to them.
