****Dialogues from script :10_Things_I_Hate_About_You.txt****

rider		Hey -- sorry.
kat		After that, I swore I'd never do anything just because "everyone else" was doing it.  And I haven't since. Except for Bogey's party, and my stunning gastro-intestinal display --
bianca		 Why didn't you tell me?
kat		I wanted to let you make up your own mind about him.
bianca		No. you didn't!  If you really thought I could make my own decisions, you would've let me go out with him instead of helping Daddy hold me hostage.
kat		That's not
bianca		I'm not stupid enough to repeat your mistakes.
kat		I guess I thought I was protecting you.
bianca		God, you're just like him! Just keep me locked away in the dark, so I can't experience anything for myself
kat		Not all experiences are good, Bianca. You can't always trust the people you want to.
bianca		I guess I'll never know, will I?
bianca		Come in.
kat		Feel like shopping?
walter		What do you wanna watch?  We've got crap, crap, crap or crap
bianca		Hi, Mommy.  WALTER
bianca		You like?  My date should be here in five.
walter		I'm missing something.
bianca		I have a date, Daddy.  And he ' s not a captain of oppression like some men we know.
cameron		Wow
bianca		Let's go.
walter		But -- who -- what --?
kat		Hey, guys. I'm going to the prom. See you in a few.
walter		What just happened?
sharon		Your daughters went to the prom.
walter		Did I have anything to say about it?
walter		That ' s what I thought
walter		late
kat		How'd you get a tux at the last minute?
patrick		It's Scurvy's.  His date got convicted. Where'd you get the dress?
kat		It's just something I had.  You know
kat		Look, I'm  -- sorry -- that I questioned your motives.  I was wrong.
patrick		No prob.
kat		are you ready?
kat		Quite the ostentatious display
patrick		Look, Clem even wore his good boots
mandella		Have you seen him?
kat		Who?
mandella		William - he asked me to meet him here.
kat		Oh, honey -- tell me we haven't' progressed to full-on hallucinations.
bianca		 What are you doing here?
bianca		I did.
patrick		My grandmother's .
kat		What?
patrick		That's where I was last year.  She'd never lived alone -- my grandfather died -- I stayed with her.  I wasn't in jail, I don't know Marilyn Manson, and I've never slept with a Spice Girl.  I spent a year sitting next to my grandma on the couch watching Wheel of Fortune.  End of story.
kat		That ' s completely adorable!
patrick		It gets worse -- you still have your freshman yearbook?
joey		What's Bianca doing here with that cheese dick?  I didn't pay you to let some little punk ass snake me.
cameron		Admit it.  You lost.  Be a man.
joey		I'm not your brother, white boy.
bianca		That's for making my date bleed
bianca		 That's for my sister.
bianca		 And that's for me.
cowboy		And that's for the fourth grade, asshole.
patrick		Wait I...
kat		You were paid to take me out!  By -- the one person I truly hate.  I knew it was a set-up!
patrick		It wasn't like that.
kat		Really?  What was it like?  A down payment now, then a bonus for sleeping with me?
patrick		I didn't care about the money.
kat		You are so not what I thought you were.
bianca		Are you sure you don't want to come with us?  It'll be fun.
kat		I ' m sure .
bianca		You looked beautiful last night, you know.
kat		So did you
cameron		She okay?
bianca		I hope so.
walter		Was that your sister?
kat		Yeah.  She left with some bikers Big ones.  Full of sperm.
walter		Funny.
walter		 I don't understand the allure of dehydrated food.  Is this something I should be hip to?
kat		No, Daddy.
walter		 So tell me about this dance. Was it fun?
kat		Parts of it.
walter		Which parts?
kat		The part where Bianca beat the hell out of some guy.
walter		Bianca did what?
kat		What's the matter?  Upset that I rubbed off on her?
walter		No -- impressed.
walter		 You know, fathers don't like to admit that their daughters are capable of running their own lives.  It means we've become spectators.  Bianca still lets me play a few innings.  You've had me on the bleachers for years.  When you go to Sarah Lawrence, I won't even be able to watch the game.
walter		Oh, Christ.  Don't tell me you've changed your mind.  I already sent 'em a check.
cameron		I'd like to express my apologies.
kat		For what?
cameron		 I didn't mean for you to get -- When Bianca asked me to find you a boyfriend, I had no idea it would turn out so -- ugly. I would never have  done anything to compromise your - - -
teacher		Who can tell me at what point Lucentio admits his deception?
bianca		Let go!
kat		You set me up.
bianca		I just wanted --
kat		What? To completely damage me?  To send me to therapy forever? What?
bianca		No! I just wanted
miss perky		Ladies?  Shall we take a trip to my office?
miss perky		So you're the real bitch
bianca		Yes!  Okay?  Yes -- I'm the real bitch. I wanted her to get a boyfriend so I could.  Apparently, this makes me a horrible person.  I'm sorry.
bianca		 I swear -- I didn't know about the money.  I didn't even know Joey was involved.  I would never intentionally hurt you, Kat.
kat		Am I supposed to feel better? Like, right now?  Or do I have some time to think about it?
bianca		 We'll be getting back to you.
bianca		Is that woman a complete fruit-loop or is it just me?
kat		It's just you.
kat		I'11 go
kat		I hate the way you talk to me/ and the way you cut your hair/ I hate the way you drive my car/ I hate it when you stare.
kat		A Fender Strat. You bought this?
patrick		I thought you could use it. When you start your band.
kat		Is that right?
patrick		Yeah, but then I fucked up. I fell for her.
kat		You can't just buy me a guitar every time you screw up, you know.
patrick		I know
kat		And don't just think you can
kat		Why is my veggie burger the only burnt object on this grill?
patrick		Because I like to torture you.
kat		Oh, Bianca?  Can you get me my freshman yearbook?
patrick		Don ' t you even dare. . .
cameron		They do to!
bianca		They do not!
cameron		Can someone please tell her that sunflower seeds come from sunflowers?
mandella		I can't remember a word of Shakespeare right now. Isn't that weird?
kat		You're freaked over this, aren't you?
bianca		He's more than freaked.  He's froke
kat		I'd like to call your attention to Patrick Verona's stunning bad-ass look of 1995 ---
bianca		Patrick -- is that- a.
kat		Perm?
patrick		Ask my attorney.
****Dialogues from script :12.txt****

first woman		I've been here one year and I've lived through an earthquake, fires, floods...
second woman		The rains...it just keeps coming...the floods...the hillsides are coming down... you can't get to and from work and it's just a mess.
third woman		You survive by natural instincts, you go with the flow.
allen		Okay...hold on. Yeah I'll take care of you in a second...I'm transferring you over..
allen		Hello.? Yeah okay I've got somebody else on hold...I'm going to transfer you over. It might be a second, just hold on.
allen		Okay, oh doctor.  TALK SHOW HOST Hello?  EXTERIOR - RANCH HOUSE FROM ABOVE - DAY We see rooftops of ranch buildings from high above. We HEAR the sound of a plane flying overhead. We HEAR ALLEN'S voice.
allen		Are you there?  EXTERIOR - RANCH HOUSE - DAY The Ranch House stands isolated in a dry island valley. The plane passes overhead.
allen		Can I use my real name on the radio?
allen		First of all I'm invisible. I see myself looking in a mirror. I'm having this dream almost every night.
allen		And the next thing you know I'm getting married. I don't know to whom....  INTERIOR - RANCH HOUSE - DAY MARIE-NOEL looks in the mirror again; the conversation on the radio affirms something she knows to be true.
allen		Like an entire solid month.
allen		Then all of a sudden I see myself walking down a road by the harbor....  The TALK SHOW HOST interrupts. WE HEAR a telephone ring.
allen		Can you hold on for one second... Hello.  TALK SHOW HOST No, actually we can't...Hello?  INTERIOR - OFFICE - DAY ALLEN is trying to juggle too many things at once. He tries to transfer incoming calls without losing them. He has the TALK SHOW HOST on hold again.
allen		Yeah, I've got two other lines. Can you hold a second? Great....
allen		Hello...yeah...hold on. I can transfer you now.
allen		Hi. Hi. Sorry.
allen		Sorry..
allen		I'm really sorry....
allen		Am I on?
allen		Okay. I'm walking along the road down by the harbor, and I'm invisible, and I go around looking at people knowing that they can't even see me and in this dream.....
allen		... I ride around with people. I get in their cars, I go all over town.  INTERIOR - OFFICE - DAY ALLEN has risen to a peak in energy.
allen		I mean here...this, this, this.  TALK SHOW HOST And how does it feel to you?  VIEW on PHONE: WE HEAR a RING
allen		Can you hold on a second?  NOTE: DISCONTINUITY - Glasses disappear from ALLEN's Hand.  VIEW ON ALLEN He turns to a colleague in the office while the TALK SHOW HOST languishes on hold.
allen		I've got two juice commercials. I'm like the spokesman for the company now. I got a Baske and Robbins, and I'm on avail for a couple of beer things that are going on..  WE HEAR another RING. A hand in the foreground picks up a phone. ALLEN goes back to the line of the TALK SHOW HOST.
colleague		Hello...
allen		Dr. Powell I'm back....
allen		Sorry to put you on hold....You see then I get out of the car...
allen		...and I walk all day...  EXTERIOR - LA - NIGHT MARIE-NOEL walks down Hollywood Blvd. Creatures of the night surround her.
allen		...and all night.  TALK SHOW HOST Don't put me on hold...  EXTERIOR - LA - NIGHT ALLEN walking on a back street.
allen		No, no, no, no. I'm at work. I'm at work.
allen		What do you think? Do you think I'd make a fake call in the middle of work?
